Order ID,Order Date,Customer ID,Customer Name,Region,Category,Product Name,Quantity,Sales,Profit,Year,Month,Profit Margin
ORD00039,2022-01-10,CUST2410,Customer_381,South,Sports,Cricket Bat,1,244.57,43.41,2022,1,17.749519564950727
ORD00040,2024-01-28,CUST8276,Customer_192,West,Sports,Football,8,13774.3,-1822.78,2024,1,-13.233195153292726
ORD00041,2023-04-18,CUST4825,Customer_333,North,Electronics,Headphones,5,1368.81,-58.61,2023,4,-4.281821436137959
ORD00042,2024-02-20,CUST7105,Customer_169,West,Home & Kitchen,Table,4,2380.23,151.02,2024,2,6.344765001701516
ORD00043,2022-07-25,CUST1988,Customer_159,East,Sports,Cricket Bat,4,7772.95,585.25,2022,7,7.529316411401076
ORD00044,2024-06-17,CUST5173,Customer_102,North,Electronics,Mobile,3,5707.71,1689.94,2024,6,29.608021430661335
ORD00045,2024-06-01,CUST6928,Customer_75,East,Sports,Gym Gloves,3,3379.46,251.32,2024,6,7.436691068987352
ORD00046,2022-02-28,CUST7929,Customer_225,North,Sports,Cricket Bat,4,2491.01,11.12,2022,2,0.4464052733630134
ORD00047,2023-01-08,CUST7100,Customer_137,East,Electronics,Headphones,5,6075.21,855.76,2023,1,14.086097435314993
ORD00048,2022-04-16,CUST3659,Customer_204,East,Sports,Yoga Mat,9,11640.51,1214.37,2022,4,10.432274874554464
ORD00049,2023-06-30,CUST3921,Customer_266,West,Home & Kitchen,Chair,2,3968.27,435.85,2023,6,10.983375627162467
ORD00050,2024-09-21,CUST4051,Customer_231,West,Home & Kitchen,Cookware Set,4,7683.8,1171.17,2024,9,15.242067726905958
ORD00051,2022-11-18,CUST8803,Customer_114,North,Clothing,Jacket,5,2304.99,85.22,2022,11,3.697196083280188
ORD00052,2022-08-26,CUST6061,Customer_142,West,Clothing,Shoes,4,202.46,-21.49,2022,8,-10.61444235898449
ORD00053,2022-08-11,CUST1430,Customer_345,East,Sports,Cricket Bat,4,5271.23,1246.35,2022,8,23.644386604265037
ORD00054,2022-03-07,CUST4876,Customer_144,North,Sports,Cricket Bat,7,4490.73,364.89,2022,3,8.125405000968662
ORD00055,2022-09-22,CUST6869,Customer_427,East,Electronics,Camera,4,4138.18,-525.6,2022,9,-12.701235808978826
ORD00056,2023-06-04,CUST8748,Customer_480,West,Electronics,Camera,10,19189.98,2022.43,2023,6,10.538989618540509
ORD00057,2023-04-08,CUST1199,Customer_12,West,Clothing,Sweater,8,12028.54,1255.73,2023,4,10.439587846904113
ORD00058,2024-02-24,CUST5794,Customer_45,West,Sports,Football,8,1300.33,-176.79,2024,2,-13.595779532887805
ORD00059,2024-11-16,CUST9887,Customer_422,West,Clothing,Jacket,4,5934.31,-985.78,2024,11,-16.61153529222437
ORD00060,2023-09-28,CUST2108,Customer_418,East,Clothing,Sweater,2,1147.66,5.68,2023,9,0.49492009828694905
ORD00061,2022-06-22,CUST1356,Customer_444,East,Sports,Gym Gloves,1,1444.7,-128.98,2022,6,-8.927805080639578
ORD00062,2022-08-23,CUST8395,Customer_193,North,Clothing,Jeans,7,10664.69,-1752.9,2022,8,-16.436483385827437
ORD00063,2024-11-13,CUST7477,Customer_144,West,Home & Kitchen,Lamp,8,3006.75,316.12,2024,11,10.513677558825975
ORD00064,2023-08-08,CUST7074,Customer_282,East,Electronics,Tablet,9,2833.26,-60.13,2023,8,-2.122290223982268
ORD00065,2022-10-23,CUST4439,Customer_176,South,Sports,Yoga Mat,3,5004.87,-728.59,2022,10,-14.557620877265546
ORD00066,2024-11-08,CUST5236,Customer_433,North,Clothing,Sweater,4,3739.37,852.12,2024,11,22.78779580517574
ORD00067,2022-08-13,CUST9221,Customer_416,North,Home & Kitchen,Table,4,531.29,135.23,2022,8,25.4531423516347
ORD00068,2022-04-02,CUST9377,Customer_89,West,Home & Kitchen,Lamp,2,712.35,-80.39,2022,4,-11.285182845511335
ORD00069,2024-02-11,CUST4884,Customer_343,West,Sports,Cricket Bat,10,13564.14,2131.3,2024,2,15.712754365555062
ORD00070,2022-10-21,CUST6084,Customer_85,South,Home & Kitchen,Chair,3,892.05,229.02,2022,10,25.67344879771313
ORD00071,2024-06-09,CUST9803,Customer_254,North,Clothing,T-Shirt,9,16180.29,-39.81,2024,6,-0.24604008951631895
ORD00072,2024-12-28,CUST4733,Customer_320,North,Clothing,Shoes,7,11600.27,-1313.76,2024,12,-11.325253636337775
ORD00073,2024-12-04,CUST2534,Customer_139,North,Sports,Tennis Racket,7,7768.3,1696.41,2024,12,21.837596385309528
ORD00074,2023-04-15,CUST1828,Customer_478,South,Clothing,T-Shirt,8,8506.45,1155.52,2023,4,13.58404504816933
ORD00075,2024-05-15,CUST1486,Customer_454,West,Sports,Yoga Mat,10,12125.46,1066.32,2024,5,8.794058122331029
ORD00076,2023-08-15,CUST4228,Customer_119,South,Sports,Yoga Mat,9,6176.68,-923.1,2023,8,-14.94492186741097
ORD00077,2023-12-10,CUST1026,Customer_103,West,Home & Kitchen,Chair,1,424.91,-17.57,2023,12,-4.134993292697277
ORD00078,2024-08-20,CUST4506,Customer_200,West,Clothing,T-Shirt,9,3705.52,209.47,2024,8,5.652917809106414
ORD00079,2023-03-01,CUST6412,Customer_347,South,Home & Kitchen,Chair,6,3251.07,-83.19,2023,3,-2.558849855586007
ORD00080,2023-07-04,CUST7993,Customer_168,East,Clothing,Jacket,9,15293.29,-1733.82,2023,7,-11.337128897706117
ORD00081,2024-10-17,CUST1015,Customer_9,West,Clothing,Jeans,10,17625.83,3741.88,2024,10,21.229525077684283
ORD00082,2022-07-13,CUST6762,Customer_181,West,Electronics,Headphones,2,3889.32,740.29,2022,7,19.033918525603447
ORD00083,2023-06-14,CUST2247,Customer_339,North,Clothing,Shoes,9,1822.37,311.42,2023,6,17.08873609640194
ORD00084,2024-02-23,CUST6959,Customer_227,East,Sports,Yoga Mat,2,1308.41,337.08,2024,2,25.762566779526292
ORD00085,2022-06-16,CUST4734,Customer_293,South,Sports,Tennis Racket,1,1000.71,236.41,2022,6,23.624226798972728
ORD00086,2022-09-13,CUST9539,Customer_260,West,Sports,Cricket Bat,9,6302.25,1200.58,2022,9,19.050021817604822
ORD00087,2023-11-05,CUST1969,Customer_339,East,Home & Kitchen,Chair,1,710.99,-58.02,2023,11,-8.16045232703695
ORD00088,2024-07-15,CUST5183,Customer_78,West,Electronics,Tablet,7,12845.46,-1565.98,2024,7,-12.190921928837115
ORD00089,2023-02-03,CUST8425,Customer_100,North,Electronics,Mobile,4,635.35,149.41,2023,2,23.516172188557487
ORD00090,2022-04-01,CUST1359,Customer_434,South,Home & Kitchen,Chair,5,4239.44,620.37,2022,4,14.633300624610799
ORD00091,2023-02-07,CUST7898,Customer_214,West,Home & Kitchen,Lamp,4,4144.84,-711.78,2023,2,-17.172677353046197
ORD00092,2024-08-31,CUST9515,Customer_34,South,Sports,Cricket Bat,8,11717.68,-2248.17,2024,8,-19.18613582210813
ORD00093,2024-12-07,CUST5592,Customer_176,South,Clothing,Jacket,1,217.74,-0.16,2024,12,-0.07348213465601176
ORD00094,2024-07-28,CUST6616,Customer_16,East,Sports,Yoga Mat,8,5766.9,1088.28,2024,7,18.871143942152628
ORD00095,2024-01-21,CUST7136,Customer_322,West,Clothing,Shoes,6,11940.08,1913.31,2024,1,16.024264494040242
ORD00096,2022-02-08,CUST3315,Customer_316,East,Sports,Yoga Mat,9,12782.92,-2316.87,2022,2,-18.124732064348365
ORD00097,2024-01-25,CUST1450,Customer_293,West,Home & Kitchen,Table,10,16277.69,-996.25,2024,1,-6.120340171117646
ORD00098,2022-07-24,CUST1300,Customer_141,South,Sports,Tennis Racket,10,18565.05,481.93,2022,7,2.5958992838694215
ORD00099,2023-08-21,CUST3345,Customer_139,South,Home & Kitchen,Lamp,6,153.48,20.73,2023,8,13.506645817044568
ORD00100,2023-06-02,CUST7002,Customer_129,North,Electronics,Tablet,7,6351.45,984.89,2023,6,15.506537877177653
ORD00101,2024-06-17,CUST8242,Customer_198,West,Home & Kitchen,Mixer,8,11708.34,3357.88,2024,6,28.679385805331925
ORD00102,2024-02-18,CUST8577,Customer_127,South,Clothing,Jacket,6,4359.86,-805.73,2024,2,-18.480639286582598
ORD00103,2023-02-20,CUST4929,Customer_83,West,Home & Kitchen,Lamp,8,3382.07,982.9,2023,2,29.062083280357886
ORD00104,2024-10-18,CUST1451,Customer_191,West,Clothing,Sweater,5,2183.79,250.35,2024,10,11.464014396988722
ORD00105,2022-02-27,CUST3448,Customer_93,South,Sports,Gym Gloves,2,1439.3,-7.23,2022,2,-0.502327520322379
ORD00106,2023-11-11,CUST9201,Customer_395,East,Home & Kitchen,Cookware Set,5,3815.91,-71.05,2023,11,-1.861941188340396
ORD00107,2024-04-30,CUST5599,Customer_331,West,Clothing,Sweater,6,11156.86,2645.68,2024,4,23.713482108765366
ORD00108,2024-10-06,CUST2653,Customer_406,South,Home & Kitchen,Cookware Set,3,5553.15,1310.54,2024,10,23.599938773488923
ORD00109,2022-07-18,CUST7801,Customer_195,North,Sports,Football,3,748.83,161.46,2022,7,21.56163615239774
ORD00110,2024-05-07,CUST2790,Customer_327,North,Clothing,T-Shirt,3,1902.94,116.62,2024,5,6.128411825911485
ORD00111,2022-08-24,CUST4445,Customer_233,East,Clothing,Sweater,4,573.65,0.45,2022,8,0.07844504488799792
ORD00112,2022-01-02,CUST5227,Customer_78,South,Electronics,Headphones,7,5243.88,445.33,2022,1,8.492375874352579
ORD00113,2022-11-11,CUST5108,Customer_343,West,Clothing,Sweater,5,3949.35,-104.92,2022,11,-2.656639700203831
ORD00114,2023-01-12,CUST2894,Customer_75,North,Home & Kitchen,Cookware Set,3,323.54,32.03,2023,1,9.899857822834889
ORD00115,2023-07-22,CUST5240,Customer_77,South,Clothing,Jacket,4,2072.68,-58.73,2023,7,-2.833529536638555
ORD00116,2022-09-10,CUST7138,Customer_41,North,Sports,Gym Gloves,2,2111.58,-3.08,2022,9,-0.14586234004868392
ORD00117,2023-08-29,CUST5894,Customer_188,East,Home & Kitchen,Chair,9,3496.76,205.0,2023,8,5.862569921870532
ORD00118,2022-04-07,CUST6551,Customer_476,South,Clothing,Jacket,7,8563.9,2234.43,2022,4,26.09126682936512
ORD00119,2024-02-03,CUST9753,Customer_236,North,Electronics,Camera,1,209.17,-9.58,2024,2,-4.580006693120429
ORD00120,2024-03-22,CUST8234,Customer_399,East,Clothing,Jeans,6,10337.8,-2045.69,2024,3,-19.788446284509277
ORD00121,2024-05-02,CUST7954,Customer_97,North,Electronics,Mobile,5,8544.76,-752.63,2024,5,-8.808088231852034
ORD00122,2023-11-12,CUST2426,Customer_56,South,Electronics,Tablet,9,6844.22,-169.3,2023,11,-2.4736200765025087
ORD00123,2022-06-23,CUST7760,Customer_191,East,Sports,Cricket Bat,8,11630.4,-1492.13,2022,6,-12.829567340762141
ORD00124,2023-09-10,CUST4697,Customer_146,North,Home & Kitchen,Mixer,10,11500.04,3203.25,2023,9,27.854250941735852
ORD00125,2022-06-16,CUST2872,Customer_354,East,Electronics,Mobile,4,1282.09,278.58,2022,6,21.72858379676934
ORD00126,2022-11-16,CUST7917,Customer_179,West,Electronics,Mobile,9,9575.3,1374.48,2022,11,14.354432759286917
ORD00127,2023-03-08,CUST5686,Customer_368,West,Sports,Football,7,359.3,-34.35,2023,3,-9.56025605343724
ORD00128,2023-12-14,CUST1750,Customer_294,South,Home & Kitchen,Chair,7,13943.02,170.71,2023,12,1.2243402075016747
ORD00129,2022-11-04,CUST1728,Customer_129,West,Home & Kitchen,Mixer,6,5134.1,-680.72,2022,11,-13.258799010537386
ORD00130,2024-03-26,CUST7779,Customer_250,South,Clothing,Jacket,2,3396.08,-338.87,2024,3,-9.978269063155167
ORD00131,2023-11-30,CUST7970,Customer_155,South,Home & Kitchen,Cookware Set,10,14188.93,1625.21,2023,11,11.454070180062908
ORD00132,2023-10-27,CUST8418,Customer_265,South,Sports,Cricket Bat,3,5756.96,450.54,2023,10,7.826005391734527
ORD00133,2022-06-28,CUST4109,Customer_465,West,Home & Kitchen,Mixer,4,1788.46,433.14,2022,6,24.21860147836686
ORD00134,2022-12-13,CUST3615,Customer_311,East,Clothing,Shoes,7,11457.05,1860.96,2022,12,16.24292466210761
ORD00135,2022-11-22,CUST1631,Customer_434,North,Home & Kitchen,Chair,10,9764.09,-905.74,2022,11,-9.276235675828469
ORD00136,2024-12-25,CUST9857,Customer_301,South,Clothing,T-Shirt,9,13571.38,2481.5,2024,12,18.284802282450276
ORD00137,2023-12-21,CUST1317,Customer_421,East,Electronics,Tablet,1,104.87,25.37,2023,12,24.19185658434252
ORD00138,2022-01-17,CUST1897,Customer_276,South,Electronics,Laptop,10,10991.98,3218.19,2022,1,29.277618772959922
ORD00139,2023-07-16,CUST2842,Customer_81,West,Home & Kitchen,Chair,8,1820.57,-16.79,2023,7,-0.9222386395469551
ORD00140,2022-07-12,CUST3903,Customer_378,East,Clothing,Jeans,10,7708.88,301.14,2022,7,3.9064040431294815
ORD00141,2023-12-16,CUST1488,Customer_291,East,Home & Kitchen,Cookware Set,4,4962.79,598.92,2023,12,12.068211630957586
ORD00142,2024-02-07,CUST2323,Customer_343,North,Electronics,Laptop,10,19359.56,-3645.04,2024,2,-18.828113862091904
ORD00143,2023-12-21,CUST3509,Customer_380,South,Sports,Football,1,777.57,-0.91,2023,12,-0.1170312640662577
ORD00144,2023-10-22,CUST2827,Customer_373,North,Clothing,Jacket,10,1901.94,-271.49,2023,10,-14.274372482833316
ORD00145,2022-12-26,CUST7295,Customer_192,East,Home & Kitchen,Lamp,3,2934.59,-371.09,2022,12,-12.645378059626728
ORD00146,2023-05-25,CUST5832,Customer_279,South,Clothing,Shoes,1,335.92,89.31,2023,5,26.58668730650155
ORD00147,2024-06-13,CUST1589,Customer_243,East,Home & Kitchen,Cookware Set,3,1866.78,90.19,2024,6,4.83131381308992
ORD00148,2024-08-27,CUST5099,Customer_155,South,Home & Kitchen,Chair,10,17515.33,-333.6,2024,8,-1.904617269557582
ORD00149,2023-09-21,CUST8693,Customer_348,West,Home & Kitchen,Lamp,1,597.57,29.75,2023,9,4.978496243117961
ORD00150,2023-01-08,CUST8383,Customer_210,West,Sports,Cricket Bat,2,1520.99,455.12,2023,1,29.922616190770484
ORD00151,2024-06-08,CUST1740,Customer_409,West,Clothing,Jeans,3,1249.86,6.41,2024,6,0.5128574400332837
ORD00152,2023-07-16,CUST1598,Customer_415,West,Home & Kitchen,Mixer,2,2448.45,-200.31,2023,7,-8.18109416161245
ORD00153,2022-09-20,CUST4300,Customer_60,West,Clothing,Sweater,9,12716.42,-2511.72,2022,9,-19.75178548679581
ORD00154,2023-02-18,CUST9104,Customer_260,West,Sports,Tennis Racket,3,4223.77,-585.8,2023,2,-13.869126396560416
ORD00155,2022-11-01,CUST6227,Customer_276,West,Electronics,Headphones,2,2445.37,675.59,2022,11,27.627312022311557
ORD00156,2022-04-17,CUST9282,Customer_121,East,Electronics,Headphones,8,4767.96,16.05,2022,4,0.336621951526439
ORD00157,2023-08-26,CUST6274,Customer_103,South,Home & Kitchen,Cookware Set,5,1389.71,-57.41,2023,8,-4.131077706859704
ORD00158,2024-02-22,CUST1822,Customer_378,North,Home & Kitchen,Table,1,1481.37,102.39,2024,2,6.911845116345006
ORD00159,2023-08-22,CUST5283,Customer_383,South,Home & Kitchen,Chair,8,15368.91,-2100.31,2023,8,-13.665965901290333
ORD00160,2024-02-17,CUST4017,Customer_411,North,Clothing,Jeans,5,4499.64,336.96,2024,2,7.488599087927033
ORD00161,2022-09-08,CUST5460,Customer_102,East,Electronics,Mobile,9,15884.8,-2151.13,2022,9,-13.542065370668816
ORD00162,2023-08-06,CUST5801,Customer_336,South,Clothing,Jacket,9,11443.16,-2111.44,2023,8,-18.451546600764125
ORD00163,2024-12-09,CUST8047,Customer_493,North,Sports,Football,6,226.5,-27.9,2024,12,-12.317880794701987
ORD00164,2022-03-02,CUST5203,Customer_265,North,Electronics,Camera,6,11018.54,-2130.63,2022,3,-19.336772385452157
ORD00165,2023-10-04,CUST4817,Customer_17,East,Clothing,T-Shirt,6,9027.82,-605.59,2023,10,-6.708042473155203
ORD00166,2024-08-22,CUST9391,Customer_485,South,Home & Kitchen,Lamp,4,4325.1,16.13,2024,8,0.37293935400337563
ORD00167,2024-03-26,CUST4361,Customer_293,East,Home & Kitchen,Table,10,18884.67,0.24,2024,3,0.0012708720883129014
ORD00168,2024-01-16,CUST6633,Customer_47,South,Home & Kitchen,Cookware Set,4,5306.87,1484.83,2024,1,27.979392749398418
ORD00169,2024-02-10,CUST7160,Customer_225,East,Clothing,Jeans,6,2395.55,-405.26,2024,2,-16.91720064285863
ORD00170,2022-11-19,CUST3198,Customer_470,East,Sports,Cricket Bat,4,469.31,-88.33,2022,11,-18.821248215465257
ORD00171,2022-03-04,CUST4452,Customer_367,East,Clothing,Shoes,8,11965.71,3092.87,2022,3,25.847776688554212
ORD00172,2023-08-27,CUST5189,Customer_310,South,Home & Kitchen,Table,8,3534.87,-483.64,2023,8,-13.681974160294438
ORD00173,2022-05-14,CUST6591,Customer_243,East,Electronics,Tablet,5,8747.29,192.71,2022,5,2.203082326068988
ORD00174,2024-08-20,CUST5468,Customer_347,West,Home & Kitchen,Table,9,17442.6,1484.81,2024,8,8.512549734557922
ORD00175,2023-11-12,CUST9221,Customer_371,West,Home & Kitchen,Chair,9,5122.04,-408.64,2023,11,-7.978071237241411
ORD00176,2024-08-03,CUST4245,Customer_433,West,Home & Kitchen,Mixer,6,8529.84,919.64,2024,8,10.781444904007579
ORD00177,2022-01-07,CUST4754,Customer_142,West,Electronics,Mobile,1,559.51,163.82,2022,1,29.279190720451826
ORD00178,2024-03-14,CUST6861,Customer_222,West,Clothing,Jeans,5,5055.21,-27.71,2024,3,-0.5481473568852728
ORD00179,2024-04-30,CUST5417,Customer_85,North,Electronics,Camera,9,10685.28,-1046.78,2024,4,-9.796467663926448
ORD00180,2022-02-17,CUST2377,Customer_91,East,Sports,Yoga Mat,8,5139.12,-508.29,2022,2,-9.89060383878952
ORD00181,2023-11-23,CUST5036,Customer_55,West,Clothing,Jeans,3,2036.29,-273.74,2023,11,-13.443075396922834
ORD00182,2024-04-20,CUST7461,Customer_80,West,Clothing,T-Shirt,10,6404.55,-257.53,2024,4,-4.021047536517007
ORD00183,2024-03-03,CUST9964,Customer_295,West,Electronics,Camera,2,1720.62,-277.33,2024,3,-16.11802722274529
ORD00184,2024-05-15,CUST6096,Customer_364,West,Electronics,Tablet,4,2917.59,121.03,2024,5,4.1482867709308024
ORD00185,2022-05-26,CUST5872,Customer_8,North,Home & Kitchen,Table,6,938.49,-98.69,2022,5,-10.515828618312394
ORD00186,2024-05-17,CUST3163,Customer_176,South,Sports,Yoga Mat,4,3165.34,-484.22,2024,5,-15.297566770078411
ORD00187,2024-01-25,CUST5010,Customer_5,South,Home & Kitchen,Chair,4,2585.93,-144.64,2024,1,-5.593345527527814
ORD00188,2022-01-12,CUST2835,Customer_267,East,Home & Kitchen,Cookware Set,6,9388.69,-829.52,2022,1,-8.835311422573328
ORD00189,2024-06-27,CUST9323,Customer_451,East,Home & Kitchen,Mixer,3,5290.88,268.59,2024,6,5.076471210838272
ORD00190,2022-12-08,CUST6363,Customer_416,West,Home & Kitchen,Mixer,10,2508.95,180.48,2022,12,7.193447458100002
ORD00191,2022-05-06,CUST1560,Customer_34,West,Home & Kitchen,Cookware Set,3,1180.76,27.68,2022,5,2.3442528540939733
ORD00192,2022-02-28,CUST6965,Customer_394,East,Sports,Yoga Mat,4,5052.04,324.93,2022,2,6.43165929010855
ORD00193,2022-03-17,CUST3295,Customer_462,West,Electronics,Headphones,4,3011.08,386.4,2022,3,12.832604912523083
ORD00194,2024-03-28,CUST6953,Customer_66,North,Home & Kitchen,Table,9,14498.03,-1817.07,2024,3,-12.533220030583465
ORD00195,2024-05-22,CUST9903,Customer_448,West,Home & Kitchen,Lamp,10,2013.63,422.87,2024,5,21.000382393984992
ORD00196,2024-11-16,CUST2147,Customer_446,South,Sports,Yoga Mat,8,7068.89,1402.67,2024,11,19.84286076031739
ORD00197,2023-07-06,CUST2771,Customer_83,East,Electronics,Camera,3,1969.43,298.07,2023,7,15.134835967767323
ORD00198,2024-02-14,CUST1847,Customer_388,West,Sports,Yoga Mat,3,3577.5,-262.52,2024,2,-7.338085255066387
ORD00199,2023-07-07,CUST3028,Customer_93,West,Clothing,Sweater,4,4560.92,464.78,2023,7,10.190487884023398
ORD00200,2022-09-16,CUST7198,Customer_489,South,Sports,Tennis Racket,2,2819.83,726.67,2022,9,25.769993226542027
ORD00201,2024-06-04,CUST6410,Customer_221,South,Electronics,Tablet,10,9468.8,-871.2,2024,6,-9.200743494423794
ORD00202,2023-01-13,CUST6565,Customer_43,East,Electronics,Laptop,8,1370.1,16.13,2023,1,1.1772863294650027
ORD00203,2024-02-18,CUST3552,Customer_278,West,Home & Kitchen,Mixer,6,7034.47,1478.14,2024,2,21.012812621277792
ORD00204,2024-06-01,CUST8508,Customer_87,South,Electronics,Laptop,1,1935.35,-371.37,2024,6,-19.188777223757977
ORD00205,2022-01-20,CUST2721,Customer_32,West,Home & Kitchen,Mixer,2,1743.27,483.93,2022,1,27.75989949921699
ORD00206,2023-06-21,CUST4781,Customer_94,South,Sports,Football,4,1963.42,-358.55,2023,6,-18.261502887818196
ORD00207,2023-10-10,CUST7886,Customer_461,East,Clothing,Shoes,9,12104.33,-990.12,2023,10,-8.17988273617788
ORD00208,2023-06-27,CUST6892,Customer_494,South,Electronics,Tablet,5,5547.88,-1073.23,2023,6,-19.34486686806492
ORD00209,2023-08-01,CUST2230,Customer_129,West,Sports,Gym Gloves,9,14591.88,757.67,2023,8,5.192408380551375
ORD00210,2024-05-30,CUST3712,Customer_389,South,Electronics,Laptop,5,9433.51,-1182.36,2024,5,-12.533616861592343
ORD00211,2023-12-18,CUST9256,Customer_336,West,Clothing,Jacket,2,127.02,16.82,2023,12,13.24200913242009
ORD00212,2022-10-07,CUST8544,Customer_479,South,Sports,Tennis Racket,6,11097.03,-380.06,2022,10,-3.424880350868656
ORD00213,2023-07-09,CUST3093,Customer_84,West,Home & Kitchen,Table,6,11518.2,-135.48,2023,7,-1.176225451893525
ORD00214,2024-04-05,CUST3056,Customer_105,South,Clothing,Shoes,7,12148.63,2268.28,2024,4,18.67107649175257
ORD00215,2023-08-15,CUST2320,Customer_356,East,Home & Kitchen,Cookware Set,5,8283.75,-861.27,2023,8,-10.397102761430512
ORD00216,2022-04-24,CUST7200,Customer_190,South,Home & Kitchen,Mixer,1,898.74,-172.21,2022,4,-19.161270222756304
ORD00217,2022-02-27,CUST8157,Customer_425,East,Clothing,Sweater,6,4781.68,-349.79,2022,2,-7.31521139013903
ORD00218,2022-04-23,CUST1609,Customer_468,South,Home & Kitchen,Lamp,3,4398.03,198.84,2022,4,4.521115135640276
